asset_id,file_path,file_name,file_type,category,scene,description,resolution,duration,quality_score,brand_fit_score,usage_priority,recommended_section,usage_role,issues,ai_edit_needed,notes,status,review_status,creative_grade,review_summary,reviewed_at,commercial_clearance,clearance_basis
AST-0928,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/이혜린_berry_berryin_158cm_48kg_2026-08-15 00-41/IMjPNzyVvpSZrfHCJgd6kMXxNpvYSiddopaYiiM3VknwDODbxVL3tg3pBMWzAF8M.jpg,IMjPNzyVvpSZrfHCJgd6kMXxNpvYSiddopaYiiM3VknwDODbxVL3tg3pBMWzAF8M.jpg,jpg,유료 마케팅 착용,NIGHT,이혜린_berry_berryin Todaylook 유료 마케팅 납품 CAP BACKUP 착용 사진,2580×3292,N/A — 정지 이미지,MEDIUM,HIGH,MEDIUM,SOCIAL SUPPORT / ARCHIVE,TRUST AMPLIFIER / WORN PROOF / FRONT / FIT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 대표품 대조 전 공개 확정 금지. [PUBLICATION LOCK] 유료 납품물 재사용 승인 범위만 적용하며 모델명·키·몸무게·후기·추천·Ambassador 표현 및 자동 공개 금지.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않음. 승인 범위 안의 크롭·색보정·먼지 정리만 가능.,Todaylook full review U255; Source ZIP: 이혜린_berry_berryin_158cm_48kg_2026-08-15 00-41.zip; ZIP SHA-256: a4a13348f7c188376b1445510cb569849ddcab40ad90462c9914be6fca51fbec; Media SHA-256: 8ed1a9606337870de7331a1f5da831ce9dd21f0654aa19c83701a58c54eb8598; 원본 ZIP 변경 없이 CRC 검증 추출본을 COPY.,CANDIDATE,REVIEWED,B,실제 확인: NIGHT CAP 오늘룩 유료 납품 사진. FRONT / FIT PROOF; setting=WINTER CAFE. Creative scores (5): Product 3 / Model 5 / Styling 5 / Environment 4 / Campaign 4 / Brand Fit 4 = 25/30; T4 disposition=BACKUP. 권리는 사용자 확인 유료 마케팅 납품 범위에서 CLEARED이나 현행 SKU 동일성은 별도 검증한다.,2026-08-15,CLEARED,USER CONFIRMED PAID MARKETING
AST-0929,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/이혜린_berry_berryin_158cm_48kg_2026-08-15 00-41/l2SHBUcaeMQK7j4tFSlC6ummkhCzCYNKfAOvSI9ICAZt5Y4Vp3bgwDmxHoCQbcKJ.jpg,l2SHBUcaeMQK7j4tFSlC6ummkhCzCYNKfAOvSI9ICAZt5Y4Vp3bgwDmxHoCQbcKJ.jpg,jpg,유료 마케팅 착용,NIGHT,이혜린_berry_berryin Todaylook 유료 마케팅 납품 CAP BACKUP 착용 사진,2580×3292,N/A — 정지 이미지,MEDIUM,HIGH,MEDIUM,SOCIAL SUPPORT / ARCHIVE,TRUST AMPLIFIER / WORN PROOF / FRONT / FIT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 대표품 대조 전 공개 확정 금지. [PUBLICATION LOCK] 유료 납품물 재사용 승인 범위만 적용하며 모델명·키·몸무게·후기·추천·Ambassador 표현 및 자동 공개 금지.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않음. 승인 범위 안의 크롭·색보정·먼지 정리만 가능.,Todaylook full review U256; Source ZIP: 이혜린_berry_berryin_158cm_48kg_2026-08-15 00-41.zip; ZIP SHA-256: a4a13348f7c188376b1445510cb569849ddcab40ad90462c9914be6fca51fbec; Media SHA-256: 0c47a81c60dc00e8c128b48e6b884e6da01fb540cafc2aa26e3267f9cc6f7c2a; 원본 ZIP 변경 없이 CRC 검증 추출본을 COPY.,CANDIDATE,REVIEWED,B,실제 확인: NIGHT CAP 오늘룩 유료 납품 사진. FRONT / FIT PROOF; setting=WINTER CAFE. Creative scores (5): Product 3 / Model 5 / Styling 5 / Environment 4 / Campaign 4 / Brand Fit 4 = 25/30; T4 disposition=BACKUP. 권리는 사용자 확인 유료 마케팅 납품 범위에서 CLEARED이나 현행 SKU 동일성은 별도 검증한다.,2026-08-15,CLEARED,USER CONFIRMED PAID MARKETING
AST-0930,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/이혜린_berry_berryin_158cm_48kg_2026-08-15 00-41/XUiwoeuppOtT13E0ZdeX0tWE5bkqilCNTdKxP7GAQDkXZYAervJXeo4xriv7JdRB.jpg,XUiwoeuppOtT13E0ZdeX0tWE5bkqilCNTdKxP7GAQDkXZYAervJXeo4xriv7JdRB.jpg,jpg,유료 마케팅 착용,NIGHT,이혜린_berry_berryin Todaylook 유료 마케팅 납품 CAP BACKUP 착용 사진,2580×3292,N/A — 정지 이미지,MEDIUM,HIGH,MEDIUM,SOCIAL SUPPORT / ARCHIVE,TRUST AMPLIFIER / WORN PROOF / FRONT / FIT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 대표품 대조 전 공개 확정 금지. [PUBLICATION LOCK] 유료 납품물 재사용 승인 범위만 적용하며 모델명·키·몸무게·후기·추천·Ambassador 표현 및 자동 공개 금지.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않음. 승인 범위 안의 크롭·색보정·먼지 정리만 가능.,Todaylook full review U257; Source ZIP: 이혜린_berry_berryin_158cm_48kg_2026-08-15 00-41.zip; ZIP SHA-256: a4a13348f7c188376b1445510cb569849ddcab40ad90462c9914be6fca51fbec; Media SHA-256: 4463ed5129096908164069fe4efc9960858676fa5251d0da0a63d6cd8411dd6d; 원본 ZIP 변경 없이 CRC 검증 추출본을 COPY.,CANDIDATE,REVIEWED,B,실제 확인: NIGHT CAP 오늘룩 유료 납품 사진. FRONT / FIT PROOF; setting=WINTER CAFE. Creative scores (5): Product 3 / Model 5 / Styling 5 / Environment 4 / Campaign 4 / Brand Fit 4 = 25/30; T4 disposition=BACKUP. 권리는 사용자 확인 유료 마케팅 납품 범위에서 CLEARED이나 현행 SKU 동일성은 별도 검증한다.,2026-08-15,CLEARED,USER CONFIRMED PAID MARKETING
AST-0931,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/이혜린_berry_berryin_158cm_48kg_2026-08-15 00-41/eNSzH6T7sMtsMcQA4QuutCt3XI88uvdGCUdefnQTdV5YDpzgVEpmK4G8WsMPjXNc.jpg,eNSzH6T7sMtsMcQA4QuutCt3XI88uvdGCUdefnQTdV5YDpzgVEpmK4G8WsMPjXNc.jpg,jpg,유료 마케팅 착용,NIGHT,이혜린_berry_berryin Todaylook 유료 마케팅 납품 CAP BACKUP 착용 사진,2580×3292,N/A — 정지 이미지,MEDIUM,HIGH,MEDIUM,SOCIAL SUPPORT / ARCHIVE,TRUST AMPLIFIER / WORN PROOF / FRONT / FIT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 대표품 대조 전 공개 확정 금지. [PUBLICATION LOCK] 유료 납품물 재사용 승인 범위만 적용하며 모델명·키·몸무게·후기·추천·Ambassador 표현 및 자동 공개 금지.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않음. 승인 범위 안의 크롭·색보정·먼지 정리만 가능.,Todaylook full review U258; Source ZIP: 이혜린_berry_berryin_158cm_48kg_2026-08-15 00-41.zip; ZIP SHA-256: a4a13348f7c188376b1445510cb569849ddcab40ad90462c9914be6fca51fbec; Media SHA-256: ba43f64f91743d64f437ddb9a619ebf00f51a075ed33619a00f95e8ea9be296b; 원본 ZIP 변경 없이 CRC 검증 추출본을 COPY.,CANDIDATE,REVIEWED,B,실제 확인: NIGHT CAP 오늘룩 유료 납품 사진. FRONT / FIT PROOF; setting=WINTER CAFE. Creative scores (5): Product 3 / Model 5 / Styling 5 / Environment 4 / Campaign 4 / Brand Fit 4 = 25/30; T4 disposition=BACKUP. 권리는 사용자 확인 유료 마케팅 납품 범위에서 CLEARED이나 현행 SKU 동일성은 별도 검증한다.,2026-08-15,CLEARED,USER CONFIRMED PAID MARKETING
AST-0932,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/이혜린_berry_berryin_158cm_48kg_2026-08-15 00-41/cenrnhIX5RQeFcUZc9JlWCEmb4X8y3L3RiZHJ9Gvp72mSxZr407DpMc7MtLMMJqD.jpg,cenrnhIX5RQeFcUZc9JlWCEmb4X8y3L3RiZHJ9Gvp72mSxZr407DpMc7MtLMMJqD.jpg,jpg,유료 마케팅 착용,NIGHT,이혜린_berry_berryin Todaylook 유료 마케팅 납품 CAP BACKUP 착용 사진,2580×3292,N/A — 정지 이미지,MEDIUM,HIGH,MEDIUM,SOCIAL SUPPORT / ARCHIVE,TRUST AMPLIFIER / WORN PROOF / FRONT / FIT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 대표품 대조 전 공개 확정 금지. [PUBLICATION LOCK] 유료 납품물 재사용 승인 범위만 적용하며 모델명·키·몸무게·후기·추천·Ambassador 표현 및 자동 공개 금지.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않음. 승인 범위 안의 크롭·색보정·먼지 정리만 가능.,Todaylook full review U259; Source ZIP: 이혜린_berry_berryin_158cm_48kg_2026-08-15 00-41.zip; ZIP SHA-256: a4a13348f7c188376b1445510cb569849ddcab40ad90462c9914be6fca51fbec; Media SHA-256: f0971392185176518e23f7de1548075a800591f3262beb044fa1ef1e32ba2aeb; 원본 ZIP 변경 없이 CRC 검증 추출본을 COPY.,CANDIDATE,REVIEWED,B,실제 확인: NIGHT CAP 오늘룩 유료 납품 사진. FRONT / FIT PROOF; setting=WINTER CAFE. Creative scores (5): Product 3 / Model 5 / Styling 5 / Environment 4 / Campaign 4 / Brand Fit 4 = 25/30; T4 disposition=BACKUP. 권리는 사용자 확인 유료 마케팅 납품 범위에서 CLEARED이나 현행 SKU 동일성은 별도 검증한다.,2026-08-15,CLEARED,USER CONFIRMED PAID MARKETING
AST-0933,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42/HokPY7IFOtomvkJ7d6ET5ETdnEp6Fn34gvzOxBP7bizBumbz9h9sExL58xhxzF4C.jpg,HokPY7IFOtomvkJ7d6ET5ETdnEp6Fn34gvzOxBP7bizBumbz9h9sExL58xhxzF4C.jpg,jpg,유료 마케팅 착용,NIGHT,이혜린_berry_berryin Todaylook 유료 마케팅 납품 SWEATSHIRT KEEP 착용 사진,2580×3292,N/A — 정지 이미지,HIGH,HIGH,HIGH,WADIZ PEOPLE / PRODUCT PROOF / PAID CANDIDATE,TRUST AMPLIFIER / WORN PROOF / FRONT / FIT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 대표품 대조 전 공개 확정 금지. [PUBLICATION LOCK] 유료 납품물 재사용 승인 범위만 적용하며 모델명·키·몸무게·후기·추천·Ambassador 표현 및 자동 공개 금지.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않음. 승인 범위 안의 크롭·색보정·먼지 정리만 가능.,Todaylook full review U260; Source ZIP: 이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42.zip; ZIP SHA-256: 0cf8a520a9fcef09238909b8c80b8ff6d0fc7d245a986c08361505f3426f6508; Media SHA-256: b948acd927a9d588ca6e18ae886936135700dc8053c8479dc5ec9aec91f35179; 원본 ZIP 변경 없이 CRC 검증 추출본을 COPY.,CANDIDATE,REVIEWED,A,실제 확인: NIGHT SWEATSHIRT 오늘룩 유료 납품 사진. FRONT / FIT PROOF; setting=CAFE / GOLDEN LIGHT. Creative scores (5): Product 5 / Model 5 / Styling 5 / Environment 5 / Campaign 5 / Brand Fit 5 = 30/30; T4 disposition=KEEP. 권리는 사용자 확인 유료 마케팅 납품 범위에서 CLEARED이나 현행 SKU 동일성은 별도 검증한다.,2026-08-15,CLEARED,USER CONFIRMED PAID MARKETING
AST-0934,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42/G0t9BXamK4V3HJwyYavtS35PrIoKpeGks5wNDNksMG7sjNzYeAAIybbkkryZtT9T.jpg,G0t9BXamK4V3HJwyYavtS35PrIoKpeGks5wNDNksMG7sjNzYeAAIybbkkryZtT9T.jpg,jpg,유료 마케팅 착용,NIGHT,이혜린_berry_berryin Todaylook 유료 마케팅 납품 SWEATSHIRT KEEP 착용 사진,2580×3292,N/A — 정지 이미지,HIGH,HIGH,HIGH,WADIZ PEOPLE / PRODUCT PROOF / PAID CANDIDATE,TRUST AMPLIFIER / WORN PROOF / FRONT / FIT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 대표품 대조 전 공개 확정 금지. [PUBLICATION LOCK] 유료 납품물 재사용 승인 범위만 적용하며 모델명·키·몸무게·후기·추천·Ambassador 표현 및 자동 공개 금지.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않음. 승인 범위 안의 크롭·색보정·먼지 정리만 가능.,Todaylook full review U261; Source ZIP: 이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42.zip; ZIP SHA-256: 0cf8a520a9fcef09238909b8c80b8ff6d0fc7d245a986c08361505f3426f6508; Media SHA-256: e5ad8bd0317cb59c7db4fe13918709b5b976d4627423fcf5950258350c584aa3; 원본 ZIP 변경 없이 CRC 검증 추출본을 COPY.,CANDIDATE,REVIEWED,A,실제 확인: NIGHT SWEATSHIRT 오늘룩 유료 납품 사진. FRONT / FIT PROOF; setting=CAFE / GOLDEN LIGHT. Creative scores (5): Product 5 / Model 5 / Styling 5 / Environment 5 / Campaign 5 / Brand Fit 5 = 30/30; T4 disposition=KEEP. 권리는 사용자 확인 유료 마케팅 납품 범위에서 CLEARED이나 현행 SKU 동일성은 별도 검증한다.,2026-08-15,CLEARED,USER CONFIRMED PAID MARKETING
AST-0935,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42/3smsAUtFzhCAMY1H5OXWRpd1YtHLk0oveazAmRYUrpUhSzmclcGFNZu5qr5cEFXA.jpg,3smsAUtFzhCAMY1H5OXWRpd1YtHLk0oveazAmRYUrpUhSzmclcGFNZu5qr5cEFXA.jpg,jpg,유료 마케팅 착용,NIGHT,이혜린_berry_berryin Todaylook 유료 마케팅 납품 SWEATSHIRT KEEP 착용 사진,2580×3292,N/A — 정지 이미지,HIGH,HIGH,HIGH,WADIZ PEOPLE / PRODUCT PROOF / PAID CANDIDATE,TRUST AMPLIFIER / WORN PROOF / FRONT / FIT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 대표품 대조 전 공개 확정 금지. [PUBLICATION LOCK] 유료 납품물 재사용 승인 범위만 적용하며 모델명·키·몸무게·후기·추천·Ambassador 표현 및 자동 공개 금지.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않음. 승인 범위 안의 크롭·색보정·먼지 정리만 가능.,Todaylook full review U262; Source ZIP: 이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42.zip; ZIP SHA-256: 0cf8a520a9fcef09238909b8c80b8ff6d0fc7d245a986c08361505f3426f6508; Media SHA-256: e790cd37cd6b4c0c3bd95b85ae719ddf3f10fc110bc377e4efe94011fbe425f8; 원본 ZIP 변경 없이 CRC 검증 추출본을 COPY.,CANDIDATE,REVIEWED,A,실제 확인: NIGHT SWEATSHIRT 오늘룩 유료 납품 사진. FRONT / FIT PROOF; setting=CAFE / GOLDEN LIGHT. Creative scores (5): Product 5 / Model 5 / Styling 5 / Environment 5 / Campaign 5 / Brand Fit 5 = 30/30; T4 disposition=KEEP. 권리는 사용자 확인 유료 마케팅 납품 범위에서 CLEARED이나 현행 SKU 동일성은 별도 검증한다.,2026-08-15,CLEARED,USER CONFIRMED PAID MARKETING
AST-0936,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42/Yg45fsP3y3cG7ddVtgCRXmvcPkTt06ihpmACv8ucK0THgAdIeByYcHwTd4i8TT5Z.jpg,Yg45fsP3y3cG7ddVtgCRXmvcPkTt06ihpmACv8ucK0THgAdIeByYcHwTd4i8TT5Z.jpg,jpg,유료 마케팅 착용,NIGHT,이혜린_berry_berryin Todaylook 유료 마케팅 납품 SWEATSHIRT KEEP 착용 사진,2580×3291,N/A — 정지 이미지,HIGH,HIGH,HIGH,WADIZ PEOPLE / PRODUCT PROOF / PAID CANDIDATE,TRUST AMPLIFIER / WORN PROOF / DETAIL PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 대표품 대조 전 공개 확정 금지. [PUBLICATION LOCK] 유료 납품물 재사용 승인 범위만 적용하며 모델명·키·몸무게·후기·추천·Ambassador 표현 및 자동 공개 금지.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않음. 승인 범위 안의 크롭·색보정·먼지 정리만 가능.,Todaylook full review U263; Source ZIP: 이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42.zip; ZIP SHA-256: 0cf8a520a9fcef09238909b8c80b8ff6d0fc7d245a986c08361505f3426f6508; Media SHA-256: f95c964d1f579a3fbae09141b0a15a9245ce1b6c3cc4688a916389282c0dd777; 원본 ZIP 변경 없이 CRC 검증 추출본을 COPY.,CANDIDATE,REVIEWED,A,실제 확인: NIGHT SWEATSHIRT 오늘룩 유료 납품 사진. DETAIL PROOF; setting=CAFE / GOLDEN LIGHT. Creative scores (5): Product 5 / Model 5 / Styling 5 / Environment 5 / Campaign 5 / Brand Fit 5 = 30/30; T4 disposition=KEEP. 권리는 사용자 확인 유료 마케팅 납품 범위에서 CLEARED이나 현행 SKU 동일성은 별도 검증한다.,2026-08-15,CLEARED,USER CONFIRMED PAID MARKETING
AST-0937,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42/B27gZExEFpHDDsHlp1XBuwOa8s2VisjuDA5KUhV9hAVm47F6qOtS033cJNMO5uAm.jpg,B27gZExEFpHDDsHlp1XBuwOa8s2VisjuDA5KUhV9hAVm47F6qOtS033cJNMO5uAm.jpg,jpg,유료 마케팅 착용,NIGHT,이혜린_berry_berryin Todaylook 유료 마케팅 납품 SWEATSHIRT KEEP 착용 사진,2580×3293,N/A — 정지 이미지,HIGH,HIGH,HIGH,WADIZ PEOPLE / PRODUCT PROOF / PAID CANDIDATE,TRUST AMPLIFIER / WORN PROOF / DETAIL PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 대표품 대조 전 공개 확정 금지. [PUBLICATION LOCK] 유료 납품물 재사용 승인 범위만 적용하며 모델명·키·몸무게·후기·추천·Ambassador 표현 및 자동 공개 금지.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않음. 승인 범위 안의 크롭·색보정·먼지 정리만 가능.,Todaylook full review U264; Source ZIP: 이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42.zip; ZIP SHA-256: 0cf8a520a9fcef09238909b8c80b8ff6d0fc7d245a986c08361505f3426f6508; Media SHA-256: fd78661b0fb2c09958212bfeadfbc4576b4f25b79dc92116f06176142951394c; 원본 ZIP 변경 없이 CRC 검증 추출본을 COPY.,CANDIDATE,REVIEWED,A,실제 확인: NIGHT SWEATSHIRT 오늘룩 유료 납품 사진. DETAIL PROOF; setting=CAFE / GOLDEN LIGHT. Creative scores (5): Product 5 / Model 5 / Styling 5 / Environment 5 / Campaign 5 / Brand Fit 5 = 30/30; T4 disposition=KEEP. 권리는 사용자 확인 유료 마케팅 납품 범위에서 CLEARED이나 현행 SKU 동일성은 별도 검증한다.,2026-08-15,CLEARED,USER CONFIRMED PAID MARKETING
AST-0938,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42/O84kXvJprb4dBbfGU8aSiC6xvH1bRKJkrje6M7AiZsvmekik1m3rcr5maPDDfNes.jpg,O84kXvJprb4dBbfGU8aSiC6xvH1bRKJkrje6M7AiZsvmekik1m3rcr5maPDDfNes.jpg,jpg,유료 마케팅 착용,NIGHT,이혜린_berry_berryin Todaylook 유료 마케팅 납품 SWEATSHIRT KEEP 착용 사진,2580×3292,N/A — 정지 이미지,HIGH,HIGH,HIGH,WADIZ PEOPLE / PRODUCT PROOF / PAID CANDIDATE,TRUST AMPLIFIER / WORN PROOF / FRONT / FIT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 대표품 대조 전 공개 확정 금지. [PUBLICATION LOCK] 유료 납품물 재사용 승인 범위만 적용하며 모델명·키·몸무게·후기·추천·Ambassador 표현 및 자동 공개 금지.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않음. 승인 범위 안의 크롭·색보정·먼지 정리만 가능.,Todaylook full review U265; Source ZIP: 이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42.zip; ZIP SHA-256: 0cf8a520a9fcef09238909b8c80b8ff6d0fc7d245a986c08361505f3426f6508; Media SHA-256: cfbdf2031cb1ceb34caf42dcaf8dc16dc34f2ecdba6604f8247c079fee9e4212; 원본 ZIP 변경 없이 CRC 검증 추출본을 COPY.,CANDIDATE,REVIEWED,A,실제 확인: NIGHT SWEATSHIRT 오늘룩 유료 납품 사진. FRONT / FIT PROOF; setting=CAFE / GOLDEN LIGHT. Creative scores (5): Product 5 / Model 5 / Styling 5 / Environment 5 / Campaign 5 / Brand Fit 5 = 30/30; T4 disposition=KEEP. 권리는 사용자 확인 유료 마케팅 납품 범위에서 CLEARED이나 현행 SKU 동일성은 별도 검증한다.,2026-08-15,CLEARED,USER CONFIRMED PAID MARKETING
AST-0939,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42/41ue3SY6bu7UjJJVS8K5f67gEAxiDUlMZQPVYgpm2HXCy25ZK9EtUVTOQAcVA2R5.jpg,41ue3SY6bu7UjJJVS8K5f67gEAxiDUlMZQPVYgpm2HXCy25ZK9EtUVTOQAcVA2R5.jpg,jpg,유료 마케팅 착용,NIGHT,이혜린_berry_berryin Todaylook 유료 마케팅 납품 SWEATSHIRT KEEP 착용 사진,2580×3292,N/A — 정지 이미지,HIGH,HIGH,HIGH,WADIZ PEOPLE / PRODUCT PROOF / PAID CANDIDATE,TRUST AMPLIFIER / WORN PROOF / FRONT / FIT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 대표품 대조 전 공개 확정 금지. [PUBLICATION LOCK] 유료 납품물 재사용 승인 범위만 적용하며 모델명·키·몸무게·후기·추천·Ambassador 표현 및 자동 공개 금지.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않음. 승인 범위 안의 크롭·색보정·먼지 정리만 가능.,Todaylook full review U266; Source ZIP: 이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42.zip; ZIP SHA-256: 0cf8a520a9fcef09238909b8c80b8ff6d0fc7d245a986c08361505f3426f6508; Media SHA-256: 7d312c79215b4e695e5a9b349adc32a76405ead4d73fa00c98ecadba5c6fbc39; 원본 ZIP 변경 없이 CRC 검증 추출본을 COPY.,CANDIDATE,REVIEWED,A,실제 확인: NIGHT SWEATSHIRT 오늘룩 유료 납품 사진. FRONT / FIT PROOF; setting=CAFE / GOLDEN LIGHT. Creative scores (5): Product 5 / Model 5 / Styling 5 / Environment 5 / Campaign 5 / Brand Fit 5 = 30/30; T4 disposition=KEEP. 권리는 사용자 확인 유료 마케팅 납품 범위에서 CLEARED이나 현행 SKU 동일성은 별도 검증한다.,2026-08-15,CLEARED,USER CONFIRMED PAID MARKETING
AST-0940,01_INPUT(입력_원본)/06_SOCIAL_PROOF(실제착용_소셜증거)/paid_marketing_todaylook/이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42/Pe8hnOrZDg1ycFmDJxB0aU27wIWJ3o7JR1Jw0Cz6cdJ7liF4BjqdEpcCeDIf9L4v.jpg,Pe8hnOrZDg1ycFmDJxB0aU27wIWJ3o7JR1Jw0Cz6cdJ7liF4BjqdEpcCeDIf9L4v.jpg,jpg,유료 마케팅 착용,NIGHT,이혜린_berry_berryin Todaylook 유료 마케팅 납품 SWEATSHIRT KEEP 착용 사진,2580×3292,N/A — 정지 이미지,HIGH,HIGH,HIGH,WADIZ PEOPLE / PRODUCT PROOF / PAID CANDIDATE,TRUST AMPLIFIER / WORN PROOF / FRONT / FIT PROOF,[CURRENT SKU MATCH NEEDS VERIFICATION] 2026 판매 재고와 동일 SKU·사양인지 대표품 대조 전 공개 확정 금지. [PUBLICATION LOCK] 유료 납품물 재사용 승인 범위만 적용하며 모델명·키·몸무게·후기·추천·Ambassador 표현 및 자동 공개 금지.,NO — 실제 제품·핏·인물은 생성형 AI로 변경하지 않음. 승인 범위 안의 크롭·색보정·먼지 정리만 가능.,Todaylook full review U267; Source ZIP: 이혜린_berry_berryin_158cm_48kg_2026-08-15 00-42.zip; ZIP SHA-256: 0cf8a520a9fcef09238909b8c80b8ff6d0fc7d245a986c08361505f3426f6508; Media SHA-256: 79cbe8c51f45caf8cf02a02919894de3bf9cbbc69644108e31b030f2080685c2; 원본 ZIP 변경 없이 CRC 검증 추출본을 COPY.,CANDIDATE,REVIEWED,A,실제 확인: NIGHT SWEATSHIRT 오늘룩 유료 납품 사진. FRONT / FIT PROOF; setting=CAFE / GOLDEN LIGHT. Creative scores (5): Product 5 / Model 5 / Styling 5 / Environment 5 / Campaign 5 / Brand Fit 5 = 30/30; T4 disposition=KEEP. 권리는 사용자 확인 유료 마케팅 납품 범위에서 CLEARED이나 현행 SKU 동일성은 별도 검증한다.,2026-08-15,CLEARED,USER CONFIRMED PAID MARKETING
